elexonBmUnit,nationalGridBmUnit,bmUnitName,fuelType,bmUnitType,leadPartyName,generationCapacity,demandCapacity,gspGroupId,gspGroupName,interconnectorId
E_MDLWH-1,MDLWH-1,Middlewich,,E,Conrad Energy (Trading) Ltd,20.000,0.000,_D,Merseyside North Wales,
T_MEADD-1,MEADD-1,Caledonian Paper,,T,ENGIE Power Limited,22.000,-50.100,,,
T_MEDP-1,MEDP-1,Medway Power,CCGT,T,Medway Power Ltd,750.000,-20.000,,,
V__HHABI008,MELKB-1,Melksham,,V,Habitat Energy Limited,0.000,0.000,_H,Southern,
2__EIMPO000,MID-ATL01,2__EIMPO000,,G,SSE Energy Supply Limited,0.000,-148.776,_E,Midlands,
2__EAXPO000,MID-AXPO1,2__EAXPO000,,G,AXPO UK LIMITED,35.000,-23.000,_E,Midlands,
2__EBGAS000,MID-BGS01,2__EBGAS000,,G,British Gas Trading Ltd,0.000,-1.865,_E,Midlands,
2__EBIZZ000,MID-BIZ01,2__EBIZZ000,,G,British Gas Trading Ltd,0.000,-33.610,_E,Midlands,
2__EEELC000,MID-EAS01,2__EEELC000,,G,E.ON Energy Solutions Limited,0.000,0.000,_E,Midlands,
2__EEDFE000,MID-EDF01,EDFE_MANWEB,,G,EDF Energy Customers Limited,0.000,-130.000,_E,Midlands,
2__EEDIR000,MID-EDR01,2__EEDIR000,,G,British Gas Trading Ltd,0.000,0.000,_E,Midlands,
2__EENRD000,MID-ENR01,2__EENRD000,,G,British Gas Trading Ltd,0.000,-158.314,_E,Midlands,
2__EEOND000,MID-EON01,2__EEOND000,,G,E.ON Next Energy Ltd,2.000,-316.000,_E,Midlands,
2__EEENG000,MID-EST01,2__EEENG000,,G,E.ON Energy Solutions Limited,0.000,0.000,_E,Midlands,
2__ERWED000,MID-GDF01,2__ERWED000,,G,ENGIE Power Limited,8.000,-112.000,_E,Midlands,
2__EHPOW000,MID-HPW01,2__EHPOW000,,G,Drax Energy Solutions Limited,19.600,-251.859,_E,Midlands,
2__EHAVE000,MID-HVN01,2__EHAVE000,,G,Drax Energy Solutions Limited,0.000,0.000,_E,Midlands,
2__EINDE000,MID-INE01,INDE MIDLANDS,,G,npower limited,0.000,-8.220,_E,Midlands,
2__ELOND000,MID-LON01,LE Default BMUid MIDE,,G,EDF Energy Customers Limited,0.000,-260.000,_E,Midlands,
2__ENUCE000,MID-MEC01,2__ENUCE000,,G,NDA,0.000,0.000,_E,Midlands,
2__EMIDE000,MID-MID01,NPEC Midlands Area MIDE,,G,Npower Limited,0.000,-46.940,_E,Midlands,
2__EMANW000,MID-MNW01,2__EMANW000,,G,ScottishPower Energy Retail,0.000,-0.400,_E,Midlands,
2__ENEEB000,MID-NEE01,2__ENEEB000,,G,npower limited,0.000,-27.220,_E,Midlands,
2__ENATP000,MID-NPE01,NPEC Midlands Area NATP,,G,Npower Commercial Gas Limited,2.000,-256.000,_E,Midlands,
2__ENORW000,MID-NWP01,2__ENORW000,,G,E.ON Energy Solutions Limited,0.000,0.000,_E,Midlands,
2__EMRCY000,MID-OCT01,2__EMRCY000,,G,Octopus Energy Limited,571.200,-557.042,_E,Midlands,
2__EOGAS000,MID-OGA01,2__EOGAS000,,G,British Gas Trading Ltd,0.000,0.000,_E,Midlands,
2__EOVOE000,MID-OVO01,2__EOVOE000,,G,OVO Electricity Ltd,6.802,-123.400,_E,Midlands,
2__EEMEB000,MID-PGE01,2__EEMEB000,,G,E.ON Energy Solutions Limited,0.000,0.000,_E,Midlands,
2__EPGEN000,MID-PGU01,2__EPGEN000,,G,E.ON UK LTD,0.000,0.000,_E,Midlands,
2__ERENC000,MID-RNW01,2__ERENC000,,G,ECOTRICITY LIMITED,0.000,0.000,_E,Midlands,
2__ESEEB000,MID-SEE01,2__ESEEB000,,G,EDF Energy Customers Limited,0.000,-2.000,_E,Midlands,
2__ESMAR000,MID-SEL01,2__ESMAR000,,G,Smartestenergy Limited,0.000,-175.811,_E,Midlands,
2__ESPOW000,MID-SPC01,2__ESPOW000,,G,ScottishPower Energy Retail,0.000,-117.400,_E,Midlands,
2__EHYDE000,MID-SSE01,SSE SBMU1 - Midlands GSPG,,G,OVO Electricity Ltd,0.000,0.000,_E,Midlands,
2__ESOUT000,MID-STH01,SE SBMU1 - Midlands GSPG,,G,OVO Electricity Ltd,0.000,0.000,_E,Midlands,
2__ESWAE000,MID-SWA01,SWA SBMU1 - Midlands GSPG,,G,OVO Electricity Ltd,0.000,0.000,_E,Midlands,
2__ESWEB000,MID-SWT01,SWEB Default BMUid MIDE,,G,EDF Energy Customers Limited,0.000,0.000,_E,Midlands,
2__ESYMB000,MID-SYM01,2__ESYMB000,,G,E.ON Next Energy Ltd,0.000,0.000,_E,Midlands,
2__ETGPL000,MID-TFE01,2__ETGPL000,,G,TotalEnergies Gas & Power Ltd,30.000,-301.183,_E,Midlands,
2__ETILL000,MID-TIL01,2__ETILL000,,G,British Gas Trading Ltd,0.000,-263.928,_E,Midlands,
2__EYELG000,MID-YEP01,_E  Default BM Midlands,,G,npower limited,0.000,-0.060,_E,Midlands,
T_MIDMW-1,MIDMW-1,MIDDLE MUIR WIND FARM,WIND,T,OnPath Energy Limited,51.000,-1.000,,,
T_MILWW-1,MILWW-1,MILWW,WIND,T,Millennium Wind Energy Ltd,65.000,-1.000,,,
E_MINSW-1,MINSW-1,Minsca Wind Farm,WIND,E,Mobius Renewables Gen. (GB),38.123,-0.260,_N,South Scotland,
2__MJERE000,MJERE000,2__MJERE000,,G,Shell Energy UK Limited,0.000,0.000,_M,Yorkshire,
T_MKFRB-1,MKFRB-1,Monk Fryston,,T,HD777FRY Ltd,57.000,-57.357,,,
T_MKHLW-1,MKHLW-1,Mark Hill,WIND,T,SP Renewables (UK) Limited,53.000,-2.500,,,
2__DIMPO000,MNW-ATL01,2__DIMPO000,,G,SSE Energy Supply Limited,0.000,-79.800,_D,Merseyside North Wales,
2__DAXPO000,MNW-AXPO1,2__DAXPO000,,G,AXPO UK LIMITED,6.000,-18.000,_D,Merseyside North Wales,
2__DBGAS000,MNW-BGS01,2__DBGAS000,,G,British Gas Trading Ltd,0.000,-1.082,_D,Merseyside North Wales,
2__DBIZZ000,MNW-BIZ01,2__DBIZZ000,,G,British Gas Trading Ltd,0.000,-21.802,_D,Merseyside North Wales,
2__DEELC000,MNW-EAS01,2__DEELC000,,G,E.ON Energy Solutions Limited,0.000,0.000,_D,Merseyside and North Wales,
2__DEDFE000,MNW-EDF01,EDFE_Midlands,,G,EDF Energy Customers Limited,0.000,-68.000,_D,Merseyside North Wales,
2__DEDIR000,MNW-EDR01,2__DEDIR000,,G,British Gas Trading Ltd,0.000,0.000,_D,Merseyside North Wales,
2__DENRD000,MNW-ENR01,2__DENRD000,,G,British Gas Trading Ltd,0.000,-82.746,_D,Merseyside North Wales,
2__DEOND000,MNW-EON01,2__DEOND000,,G,E.ON Next Energy Ltd,40.000,-130.000,_D,Merseyside North Wales,
2__DEENG000,MNW-EST01,2__DEENG000,,G,E.ON Energy Solutions Limited,0.000,0.000,_D,Merseyside and North Wales,
2__DRWED000,MNW-GDF01,2__DRWED000,,G,ENGIE Power Limited,60.000,-66.000,_D,Merseyside North Wales,
2__DHPOW000,MNW-HPW01,2__DHPOW000,,G,Drax Energy Solutions Limited,0.120,-113.709,_D,Merseyside North Wales,
2__DHAVE000,MNW-HVN01,2__DHAVE000,,G,Drax Energy Solutions Limited,51.080,0.000,_D,Merseyside North Wales,
2__DINDE000,MNW-INE01,INDE MANWEB,,G,npower limited,0.000,-10.320,_D,Merseyside and North Wales,
2__DLOND000,MNW-LON01,LE Default BMUid MANW,,G,EDF Energy Customers Limited,0.000,-230.000,_D,Merseyside North Wales,
2__DNUCE000,MNW-MEC01,2__DNUCE000,,G,NDA,0.000,0.000,_D,Merseyside North Wales,
2__DMIDE000,MNW-MID01,NPEC MANWEB Area MIDE,,G,Npower Limited,0.000,-2.300,_D,Merseyside and North Wales,
2__DMANW000,MNW-MNW01,2__DMANW000,,G,ScottishPower Energy Retail,0.000,-96.200,_D,Merseyside North Wales,
2__DNEEB000,MNW-NEE01,2__DNEEB000,,G,npower limited,0.000,-8.500,_D,Merseyside and North Wales,
2__DNATP000,MNW-NPE01,NPEC MANWEB Area NATP,,G,Npower Commercial Gas Limited,24.000,-164.000,_D,Merseyside North Wales,
2__DNORW000,MNW-NWP01,2__DNORW000,,G,E.ON Energy Solutions Limited,0.000,0.000,_D,Merseyside and North Wales,
2__DMRCY000,MNW-OCT01,2__DMRCY000,,G,Octopus Energy Limited,292.320,-310.548,_D,Merseyside North Wales,
2__DOGAS000,MNW-OGA01,2__DOGAS000,,G,British Gas Trading Ltd,0.000,0.000,_D,Merseyside North Wales,
2__DOVOE000,MNW-OVO01,2__DOVOE000,,G,OVO Electricity Ltd,15.050,-56.600,_D,Merseyside North Wales,
2__DEMEB000,MNW-PGE01,2__DEMEB000,,G,E.ON Energy Solutions Limited,0.000,0.000,_D,Merseyside North Wales,
2__DPGEN000,MNW-PGU01,2__DPGEN000,,G,E.ON UK LTD,0.000,0.000,_D,Merseyside North Wales,
2__DRENC000,MNW-RNW01,2__DRENC000,,G,ECOTRICITY LIMITED,0.000,0.000,_D,Merseyside North Wales,
2__DSEEB000,MNW-SEE01,2__DSEEB000,,G,EDF Energy Customers Limited,0.000,-2.000,_D,Merseyside North Wales,
2__DSMAR000,MNW-SEL01,2__DSMAR000,,G,Smartestenergy Limited,0.000,-103.122,_D,Merseyside North Wales,
2__DSPOW000,MNW-SPC01,2__DSPOW000,,G,ScottishPower Energy Retail,0.000,-65.000,_D,Merseyside North Wales,
2__DHYDE000,MNW-SSE01,SSE SBMU1 - Manweb GSPG,,G,OVO Electricity Ltd,0.000,0.000,_D,Merseyside North Wales,
2__DSOUT000,MNW-STH01,SE SBMU1 - Manweb GSPG,,G,OVO Electricity Ltd,0.000,0.000,_D,Merseyside North Wales,
2__DSWAE000,MNW-SWA01,SWA SBMU1 - Manweb GSPG,,G,OVO Electricity Ltd,0.000,0.000,_D,Merseyside North Wales,
2__DSWEB000,MNW-SWT01,SWEB Default BMUid MANW,,G,EDF Energy Customers Limited,0.000,0.000,_D,Merseyside North Wales,
2__DSYMB000,MNW-SYM01,2__DSYMB000,,G,E.ON Next Energy Ltd,0.000,0.000,_D,Merseyside and North Wales,
2__DTGPL000,MNW-TFE01,2__DTGPL000,,G,TotalEnergies Gas & Power Ltd,10.000,-210.846,_D,Merseyside North Wales,
2__DTILL000,MNW-TIL01,2__DTILL000,,G,British Gas Trading Ltd,0.000,-172.355,_D,Merseyside North Wales,
2__DYELG000,MNW-YEP01,_D  Default BM MANWEB,,G,npower limited,0.000,-0.040,_D,Merseyside and North Wales,
E_MORFL-1,MORFL-1,Moorfield Drive,,E,Conrad Energy (Trading) Ltd,20.000,-1.000,_G,North Western,
T_MOSED-1,MOSED-1,T_MOSED-1,,T,Shell Energy UK Limited,0.000,-24.463,,,
T_EXMOSSD-1,MOSWD-1,Exxon Mossmoran,,T,Orsted Power Sales (UK) Ltd,4.000,-20.000,,,
T_MOWEO-1,MOWEO-1,Moray East OWF1,WIND,T,Moray Offshore Wind East Ltd,300.000,-4.089,,,
T_MOWEO-2,MOWEO-2,Moray East OWF2,WIND,T,Moray Offshore Wind East Ltd,300.000,-5.304,,,
T_MOWEO-3,MOWEO-3,Moray East OWF3,WIND,T,Moray Offshore Wind East Ltd,300.000,-3.304,,,
T_MOWWO-1,MOWWO-1,Moray West OWF1,WIND,T,Moray Offshore Wind West Ltd,215.000,-3.000,,,
T_MOWWO-2,MOWWO-2,Moray West OWF2,WIND,T,Moray Offshore Wind West Ltd,215.000,-3.000,,,
T_MOWWO-3,MOWWO-3,Moray West OWF3,WIND,T,Moray Offshore Wind West Ltd,143.000,-3.000,,,
T_MOWWO-4,MOWWO-4,Moray West OWF4,WIND,T,Moray Offshore Wind West Ltd,287.000,-4.000,,,
E_MOYEW-1,MOYEW-1,Moy Windfarm,WIND,E,Eneco Energy Trade,60.000,-0.400,_P,North Scotland,
T_MRWD-1,MRWD-1,Marchwood Power Ltd,CCGT,T,Marchwood Power Limited,920.000,-15.000,,,
T_MYGPW-1,MYGPW-1,Minnygap Wind Farm,WIND,T,Minnygap Energy Limited,25.000,-0.400,,,
T_NANT-1,NANT-1,Nant,NPSHYD,T,SSE Generation Ltd,20.000,-0.238,,,
2__FIMPO000,NEE-ATL01,2__FIMPO000,,G,SSE Energy Supply Limited,0.000,-103.606,_F,Northern,
2__FAXPO000,NEE-AXPO1,2__FAXPO000,,G,AXPO UK LIMITED,23.000,-8.000,_F,Northern,
2__FBGAS000,NEE-BGS01,2__FBGAS000,,G,British Gas Trading Ltd,0.000,-1.114,_F,Northern,
2__FBIZZ000,NEE-BIZ01,2__FBIZZ000,,G,British Gas Trading Ltd,0.000,-18.220,_F,Northern,
2__FMAGN000,NEE-DON01,2__FMAGN000,,G,Orsted Power Sales (UK) Ltd,0.000,0.000,_F,_F - Northern,
2__FEELC000,NEE-EAS01,2__FEELC000,,G,E.ON Energy Solutions Limited,0.000,0.000,_F,NORTHERN,
2__FEDFE000,NEE-EDF01,EDFE_Northern,,G,EDF Energy Customers Limited,0.000,-80.000,_F,Northern,
2__FEDIR000,NEE-EDR01,2__FEDIR000,,G,British Gas Trading Ltd,0.000,0.000,_F,Northern,
2__FENRD000,NEE-ENR01,2__FENRD000,,G,British Gas Trading Ltd,0.000,-85.330,_F,Northern,
2__FEOND000,NEE-EON01,2__FEOND000,,G,E.ON Next Energy Ltd,2.000,-174.000,_F,Northern,
2__FEENG000,NEE-EST01,2__FEENG000,,G,E.ON Energy Solutions Limited,0.000,0.000,_F,NORTHERN,
2__FRWED000,NEE-GDF01,2__FRWED000,,G,ENGIE Power Limited,38.000,-72.000,_F,Northern,
2__FHPOW000,NEE-HPW01,2__FHPOW000,,G,Drax Energy Solutions Limited,12.000,-156.420,_F,Northern,
2__FHAVE000,NEE-HVN01,2__FHAVE000,,G,Drax Energy Solutions Limited,34.980,0.000,_F,Northern,
2__FLOND000,NEE-LON01,LE Default BMUid NEEB,,G,EDF Energy Customers Limited,0.000,-240.000,_F,Northern,
2__FNUCE000,NEE-MEC01,2__FNUCE000,,G,NDA,0.000,0.000,_F,Northern,
2__FMIDE000,NEE-MID01,NPEC Northern Area MIDE,,G,Npower Limited,0.000,-0.860,_F,NORTHERN,
2__FMANW000,NEE-MNW01,2__FMANW000,,G,ScottishPower Energy Retail,0.000,0.000,_F,Northern,
2__FNEEB000,NEE-NEE01,2__FNEEB000,,G,npower limited,0.000,-36.740,_F,NORTHERN,
2__FNATP000,NEE-NPE01,NPEC Northern Area NATP,,G,Npower Commercial Gas Limited,12.000,-104.000,_F,Northern,
2__FNORW000,NEE-NWP01,2__FNORW000,,G,E.ON Energy Solutions Limited,0.000,0.000,_F,_F - Northern,
2__FMRCY000,NEE-OCT01,2__FMRCY000,,G,Octopus Energy Limited,369.880,-328.017,_F,Northern,
2__FOGAS000,NEE-OGA01,2__FOGAS000,,G,British Gas Trading Ltd,0.000,0.000,_F,Northern,
2__FOVOE000,NEE-OVO01,2__FOVOE000,,G,OVO Electricity Ltd,35.900,-59.800,_F,Northern,
2__FEMEB000,NEE-PGE01,2__FEMEB000,,G,E.ON Energy Solutions Limited,0.000,0.000,_F,Northern,
2__FPGEN000,NEE-PGU01,2__FPGEN000,,G,E.ON UK LTD,0.000,0.000,_F,Northern,
2__FRENC000,NEE-RNW01,2__FRENC000,,G,ECOTRICITY LIMITED,0.000,0.000,_F,Northern,
2__FSEEB000,NEE-SEE01,2__FSEEB000,,G,EDF Energy Customers Limited,0.000,-2.000,_F,Northern,
2__FSMAR000,NEE-SEL01,2__FSMAR000,,G,Smartestenergy Limited,0.000,-810.854,_F,Northern,
2__FSPOW000,NEE-SPC01,2__FSPOW000,,G,ScottishPower Energy Retail,0.000,-70.200,_F,Northern,
2__FHYDE000,NEE-SSE01,SSE SBMU1 - Northern GSPG,,G,OVO Electricity Ltd,0.000,0.000,_F,Northern,
2__FSOUT000,NEE-STH01,SE SBMU1 - Northern GSPG,,G,OVO Electricity Ltd,0.000,0.000,_F,Northern,
2__FSWAE000,NEE-SWA01,SWA SBMU1 - Northern GSPG,,G,OVO Electricity Ltd,0.000,0.000,_F,Northern,
2__FSWEB000,NEE-SWT01,SWEB Default BMUid NEEB,,G,EDF Energy Customers Limited,0.000,0.000,_F,Northern,
2__FSYMB000,NEE-SYM01,2__FSYMB000,,G,E.ON Next Energy Ltd,0.000,0.000,_F,NORTHERN,
2__FTGPL000,NEE-TFE01,2__FTGPL000,,G,TotalEnergies Gas & Power Ltd,10.000,-126.650,_F,Northern,
2__FTILL000,NEE-TIL01,2__FTILL000,,G,British Gas Trading Ltd,0.000,-156.014,_F,Northern,
2__FYELG000,NEE-YEP01,_F  Default BM Northern,,G,npower limited,0.000,-0.280,_F,NORTHERN,
E_NEWPB-1,NEWPB-1,Newport BESS,,E,Field Newport Ltd,20.933,-20.931,_K,South Wales,
E_NEWTB-1,NEWTB-1,Newton wood BESS,,E,EDF Energy Customers Limited,52.000,-52.000,_B,East Midlands,
2__NFSEN007,NFSE02,2__NFSENOK7,,S,F & S Energy Ltd,30.674,-29.519,_N,SOUTH of SCOTLAND GSP,
2__NJERE000,NJERE000,2__NJERE000,,G,Shell Energy UK Limited,0.000,0.000,_N,SOUTH of SCOTLAND GSP,
T_NLSTB-1,NLSTB-1,Neilston Battery 1,OTHER,T,Statkraft Markets Gmbh,50.000,-50.000,,,
T_NNGAO-1,NNGAO-1,Neart Na Gaiothe WF 1,WIND,T,Neart Na Gaoithe Offshore Wind,224.000,-3.000,,,
T_NNGAO-2,NNGAO-2,Neart Na Gaiothe WF 2,WIND,T,Neart Na Gaoithe Offshore Wind,224.000,-3.000,,,
2__NNATP001,NNPW01,2__NNATP001,WIND,S,Npower Commercial Gas Limited,50.000,0.000,_N,SOUTH of SCOTLAND GSP,
T_NOKYW-1,NOKYW-1,North Kyle Wind Farm-1,WIND,T,North Kyle Wind farm Ltd,106.000,-2.000,,,
T_NOKYW-2,NOKYW-2,North Kyle Wind Farm-2,WIND,T,North Kyle Wind farm Ltd,106.000,-2.000,,,
,NORHW-1,,WIND,,,,,,,
,NOVAW-1,,WIND,,,,,,,
,NOVAW-2,,WIND,,,,,,,
2__PIMPO000,NSC-ATL01,IMPO North Scotland,,G,SSE Energy Supply Limited,308.400,-10.891,_P,North Scotland,
2__PAXPO000,NSC-AXPO1,2__PAXPO000,,G,AXPO UK LIMITED,85.000,-5.000,_P,North Scotland,
2__PBGAS000,NSC-BGS01,2__PBGAS000,,G,British Gas Trading Ltd,0.000,-0.628,_P,North Scotland,
2__PBIZZ000,NSC-BIZ01,2__PBIZZ000,,G,British Gas Trading Ltd,2.000,-17.106,_P,North Scotland,
2__PECON000,NSC-ECO01,2__PECON000,,G,E.ON Energy Solutions Limited,0.000,0.000,_P,NORTH of SCOTLAND GSP,
2__PEDFE000,NSC-EDF01,EDFE_North Scotland,,G,EDF Energy Customers Limited,4.000,-40.000,_P,North Scotland,
2__PEDIR000,NSC-EDR01,2__PEDIR000,,G,British Gas Trading Ltd,0.000,0.000,_P,North Scotland,
2__PENRD000,NSC-ENR01,2__PENRD000,,G,British Gas Trading Ltd,12.000,-57.838,_P,North Scotland,
2__PEOND000,NSC-EON01,2__PEOND000,,G,E.ON Next Energy Ltd,14.000,-38.000,_P,North Scotland,
2__PEENG000,NSC-EST01,2__PEENG000,,G,E.ON Energy Solutions Limited,0.000,0.000,_P,NORTH of SCOTLAND GSP,
2__PRWED000,NSC-GDF01,2__PRWED000,,G,ENGIE Power Limited,64.000,-38.000,_P,North Scotland,
2__PHPOW000,NSC-HPW01,2__PHPOW000,,G,Drax Energy Solutions Limited,9.460,-36.358,_P,North Scotland,
2__PHAVE000,NSC-HVN01,2__PHAVE000,,G,Drax Energy Solutions Limited,35.500,0.000,_P,North Scotland,
2__PINDE000,NSC-INE01,INDE Scottish Hydro,,G,npower limited,0.000,-3.720,_P,NORTH of SCOTLAND GSP,
2__PLOND000,NSC-LON01,Default LOND BMU for _P,,G,EDF Energy Customers Limited,20.000,-100.000,_P,North Scotland,
2__PMIDE000,NSC-MID01,NPEC Scottish Hydro Area MIDE,,G,Npower Limited,0.000,-0.140,_P,NORTH of SCOTLAND GSP,
2__PMANW000,NSC-MNW01,2__PMANW000,,G,ScottishPower Energy Retail,0.000,0.000,_P,North Scotland,
2__PNEEB000,NSC-NEE01,Scottish Hydro,,G,npower limited,0.000,-3.240,_P,NORTH of SCOTLAND GSP,
2__PNATP000,NSC-NPE01,NPEC Scottish Hydro Area NATP,,G,Npower Commercial Gas Limited,56.000,-76.000,_P,North Scotland,
2__PMRCY000,NSC-OCT01,2__PMRCY000,,G,Octopus Energy Limited,164.920,-119.551,_P,North Scotland,
2__POGAS000,NSC-OGA01,2__POGAS000,,G,British Gas Trading Ltd,0.000,0.000,_P,North Scotland,
2__POVOE000,NSC-OVO01,2__POVOE000,,G,OVO Electricity Ltd,230.204,-165.000,_P,North Scotland,
2__PEMEB000,NSC-PGE01,2__PEMEB000,,G,E.ON Energy Solutions Limited,0.000,0.000,_P,North Scotland,
2__PPGEN000,NSC-PGU01,2__PPGEN000,,G,E.ON UK LTD,0.000,0.000,_P,North Scotland,
2__PSEEB000,NSC-SEE01,Default SEEB BMU for _P,,G,EDF Energy Customers Limited,0.000,-2.000,_P,North Scotland,
2__PSMAR000,NSC-SEL01,2__PSMAR000,,G,Smartestenergy Limited,0.000,-42.819,_P,North Scotland,
2__PSPOW000,NSC-SPC01,2__PSPOW000,,G,ScottishPower Energy Retail,43.400,-32.400,_P,North Scotland,
2__PHYDE000,NSC-SSE01,HYDE North Scotland,,G,OVO Electricity Ltd,0.000,-1.120,_P,North Scotland,
2__PSOUT000,NSC-STH01,SOUT North Scotland,,G,OVO Electricity Ltd,0.000,0.000,_P,North Scotland,
2__PSWAE000,NSC-SWA01,SWAE North Scotland,,G,OVO Electricity Ltd,0.000,0.000,_P,North Scotland,
2__PSWEB000,NSC-SWT01,Default SWEB BMU for _P,,G,EDF Energy Customers Limited,0.000,0.000,_P,North Scotland,
2__PSYMB000,NSC-SYM01,2__PSYMB000,,G,E.ON Next Energy Ltd,0.000,0.000,_P,NORTH of SCOTLAND GSP,
2__PTGPL000,NSC-TFE01,2__PTGPL000,,G,TotalEnergies Gas & Power Ltd,4.133,-58.621,_P,North Scotland,
2__PTILL000,NSC-TIL01,2__PTILL000,,G,British Gas Trading Ltd,0.000,-55.807,_P,North Scotland,
2__PYELG000,NSC-YEP01,_P Default BM Scottish Hydro,,G,npower limited,0.000,0.000,_P,NORTH of SCOTLAND GSP,
,NSQYT-1,,OTHER,,,,,,,
E_NTAWB-1,NTAWB-1,North Tawton BESS,,E,EDF Energy Customers Limited,32.000,-32.000,_L,South Western,
T_NTRVB-1,NTRVB-1,Native River,,T,Arenko Cleantech Limited,57.000,-57.000,,,
T_NURSB-1,NURSB-1,Nursling Battery Storage,,T,EDF Energy Customers Limited,48.000,-52.000,,,
2__GIMPO000,NWP-ATL01,2__GIMPO000,,G,SSE Energy Supply Limited,0.000,-111.400,_G,North Western,
2__GAXPO000,NWP-AXPO1,2__GAXPO000,,G,AXPO UK LIMITED,0.500,-16.000,_G,North Western,
2__GBGAS000,NWP-BGS01,2__GBGAS000,,G,British Gas Trading Ltd,0.000,-1.276,_G,North Western,
2__GBIZZ000,NWP-BIZ01,2__GBIZZ000,,G,British Gas Trading Ltd,0.000,-29.812,_G,North Western,
2__GEELC000,NWP-EAS01,2__GEELC000,,G,E.ON Energy Solutions Limited,0.000,0.000,_G,North Western,
2__GEDFE000,NWP-EDF01,EDFE_North West,,G,EDF Energy Customers Limited,0.000,-130.000,_G,North Western,
2__GEDIR000,NWP-EDR01,2__GEDIR000,,G,British Gas Trading Ltd,0.000,0.000,_G,North Western,
2__GENRD000,NWP-ENR01,2__GENRD000,,G,British Gas Trading Ltd,0.000,-134.600,_G,North Western,
2__GEOND000,NWP-EON01,2__GEOND000,,G,E.ON Next Energy Ltd,2.000,-316.000,_G,North Western,
2__GEENG000,NWP-EST01,2__GEENG000,,G,E.ON Energy Solutions Limited,0.000,0.000,_G,North Western,
2__GRWED000,NWP-GDF01,2__GRWED000,,G,ENGIE Power Limited,16.000,-96.000,_G,North Western,
2__GHPOW000,NWP-HPW01,2__GHPOW000,,G,Drax Energy Solutions Limited,21.500,-213.360,_G,North Western,
2__GHAVE000,NWP-HVN01,2__GHAVE000,,G,Drax Energy Solutions Limited,61.360,0.000,_G,North Western,
2__GINDE000,NWP-INE01,INDE NORWEB,,G,npower limited,0.000,-21.280,_G,North Western,
2__GLOND000,NWP-LON01,LE Default BMUid NORW,,G,EDF Energy Customers Limited,0.000,-320.000,_G,North Western,
2__GNUCE000,NWP-MEC01,2__GNUCE000,,G,NDA,0.000,0.000,_G,North Western,
2__GMIDE000,NWP-MID01,NPEC NORWEB Area MIDE,,G,Npower Limited,0.000,-5.240,_G,North Western,
2__GMANW000,NWP-MNW01,2__GMANW000,,G,ScottishPower Energy Retail,0.000,-5.400,_G,North Western,
2__GNEEB000,NWP-NEE01,2__GNEEB000,,G,npower limited,0.000,-21.040,_G,North Western,
2__GNATP000,NWP-NPE01,NPEC NORWEB Area NATP,,G,Npower Commercial Gas Limited,36.000,-250.000,_G,North Western,
2__GNORW000,NWP-NWP01,2__GNORW000,,G,E.ON Energy Solutions Limited,0.000,0.000,_G,North Western,
2__GMRCY000,NWP-OCT01,2__GMRCY000,,G,Octopus Energy Limited,574.840,-524.516,_G,North Western,
2__GOGAS000,NWP-OGA01,2__GOGAS000,,G,British Gas Trading Ltd,0.000,0.000,_G,North Western,
2__GOVOE000,NWP-OVO01,2__GOVOE000,,G,OVO Electricity Ltd,12.260,-87.600,_G,North Western,
2__GEMEB000,NWP-PGE01,2__GEMEB000,,G,E.ON Energy Solutions Limited,0.000,0.000,_G,North Western,
2__GPGEN000,NWP-PGU01,2__GPGEN000,,G,E.ON UK LTD,0.000,0.000,_G,North Western,
2__GRENC000,NWP-RNW01,2__GRENC000,,G,ECOTRICITY LIMITED,0.000,0.000,_G,North Western,
2__GSEEB000,NWP-SEE01,2__GSEEB000,,G,EDF Energy Customers Limited,0.000,-2.000,_G,North Western,
2__GSMAR000,NWP-SEL01,2__GSMAR000,,G,Smartestenergy Limited,0.000,-143.410,_G,North Western,
2__GSPOW000,NWP-SPC01,2__GSPOW000,,G,ScottishPower Energy Retail,0.000,-104.200,_G,North Western,
2__GHYDE000,NWP-SSE01,SSE SBMU1 - Norweb GSPG,,G,OVO Electricity Ltd,0.000,0.000,_G,North Western,
2__GSOUT000,NWP-STH01,SE SBMU1 - Norweb GSPG,,G,OVO Electricity Ltd,0.000,0.000,_G,North Western,
2__GSWAE000,NWP-SWA01,SWA SBMU1 - Norweb GSPG,,G,OVO Electricity Ltd,0.000,0.000,_G,North Western,
2__GSWEB000,NWP-SWT01,SWEB Default BMUid NORW,,G,EDF Energy Customers Limited,0.000,0.000,_G,North Western,
2__GSYMB000,NWP-SYM01,2__GSYMB000,,G,E.ON Next Energy Ltd,0.000,0.000,_G,North Western,
2__GTGPL000,NWP-TFE01,2__GTGPL000,,G,TotalEnergies Gas & Power Ltd,84.000,-216.509,_G,North Western,
2__GTILL000,NWP-TIL01,2__GTILL000,,G,British Gas Trading Ltd,0.000,-270.095,_G,North Western,
2__GYELG000,NWP-YEP01,_G  Default BM NORWEB,,G,npower limited,0.000,-0.060,_G,North Western,
T_OCHLB-1,OCHLB-1,Ocker Hill,,T,HD143OCK Ltd,58.000,-57.624,,,
